Transaction ID,Store Location,Date,Time,Customer ID,Product ID,Product Name,Quantity,Cost,Price
TXN-0072,Store 1,2019-09-08,21:26,19625,1473,Product 1473,10,19.13,47.69
TXN-0073,Store 1,2019-09-05,22:24,29034,1528,Product 1528,6,14.5,27.48
TXN-0074,Store 1,2019-09-11,21:44,13147,1873,Product 1873,9,16.98,44.04
TXN-0075,Store 1,2019-09-11,12:43,59043,1990,Product 1990,1,31.29,56.84
TXN-0076,Store 1,2019-09-06,15:15,66823,1565,Product 1565,5,27.53,47.11
TXN-0077,Store 1,2019-09-07,23:3,20769,1265,Product 1265,4,14.39,26.6
TXN-0078,Store 1,2019-09-10,16:59,90598,1032,Product 1032,9,27.91,47.62
TXN-0079,Store 1,2019-09-11,14:23,31081,1616,Product 1616,6,44.03,68.72
TXN-0080,Store 1,2019-09-09,17:37,69686,1931,Product 1931,1,27.45,44.72
TXN-0081,Store 1,2019-09-10,21:33,33973,1665,Product 1665,5,7.16,15.34
TXN-0082,Store 1,2019-09-11,12:1,49206,1159,Product 1159,9,14.81,23.6
TXN-0083,Store 1,2019-09-07,14:20,95836,1797,Product 1797,5,17.52,43.25
TXN-0084,Store 1,2019-09-06,19:58,87467,1089,Product 1089,10,6.1,17.62
TXN-0085,Store 1,2019-09-09,15:45,98931,1213,Product 1213,9,10.06,18.59
TXN-0086,Store 1,2019-09-10,18:38,72121,1421,Product 1421,9,42.49,124.54
TXN-0087,Store 1,2019-09-05,22:44,50143,1145,Product 1145,1,45.37,133.57
TXN-0088,Store 1,2019-09-11,17:8,19005,1489,Product 1489,8,39.34,111.32
TXN-0089,Store 1,2019-09-05,19:0,52683,1604,Product 1604,5,36.72,87.39
TXN-0090,Store 1,2019-09-05,23:27,53934,1102,Product 1102,10,27.13,70.23
TXN-0091,Store 1,2019-09-05,10:14,20872,1853,Product 1853,3,13.07,28.38
TXN-0092,Store 1,2019-09-10,13:37,24663,1996,Product 1996,3,41.83,79.56
TXN-0093,Store 1,2019-09-06,14:51,49636,1051,Product 1051,2,20.93,36.71
TXN-0094,Store 1,2019-09-10,16:9,89101,1356,Product 1356,2,26.99,71.17
TXN-0095,Store 1,2019-09-07,10:44,26832,1624,Product 1624,3,47.59,76.93
TXN-0096,Store 1,2019-09-09,15:23,55255,1696,Product 1696,9,31.62,84.23
TXN-0097,Store 1,2019-09-09,19:48,60682,1124,Product 1124,9,6.8,15.16
TXN-0098,Store 1,2019-09-06,14:12,68926,1793,Product 1793,3,29.6,86.1
TXN-0099,Store 1,2019-09-10,23:43,52101,1264,Product 1264,3,44.02,110.44
TXN-0100,Store 1,2019-09-05,19:30,48489,1520,Product 1520,8,48.91,74.17
TXN-0101,Store 1,2019-09-06,15:36,44522,1957,Product 1957,5,25.47,42.75
TXN-0102,Store 1,2019-09-10,15:52,51796,1419,Product 1419,6,7.62,18.99
TXN-0103,Store 1,2019-09-07,19:31,33524,1834,Product 1834,8,28.94,78.93
TXN-0104,Store 1,2019-09-07,19:14,57259,1119,Product 1119,7,49.29,127.65
TXN-0105,Store 1,2019-09-07,14:20,22640,1739,Product 1739,5,42.5,114.63
TXN-0106,Store 1,2019-09-07,12:50,66955,1873,Product 1873,7,48.89,131.47
TXN-0107,Store 1,2019-09-07,15:8,88196,1897,Product 1897,2,40.3,63.17
TXN-0108,Store 1,2019-09-05,21:51,71676,1794,Product 1794,5,22.88,59.07
TXN-0109,Store 1,2019-09-10,13:17,54516,1372,Product 1372,6,34.79,101.44
TXN-0110,Store 1,2019-09-07,18:48,16652,1984,Product 1984,8,32.4,68.68
TXN-0111,Store 1,2019-09-09,16:48,10000,1759,Product 1759,1,17.32,48.01
TXN-0112,Store 1,2019-09-11,17:12,66874,1655,Product 1655,1,29.8,49.92
TXN-0113,Store 1,2019-09-07,23:38,22029,1434,Product 1434,5,6.46,12.37
TXN-0114,Store 1,2019-09-07,13:29,95534,1657,Product 1657,8,40.64,113.93
TXN-0115,Store 1,2019-09-06,21:34,35571,1283,Product 1283,3,12.15,23.06
TXN-0116,Store 1,2019-09-11,22:16,32621,1667,Product 1667,8,7.66,21.97
TXN-0117,Store 1,2019-09-05,21:18,98039,1584,Product 1584,3,10.44,16.4
TXN-0118,Store 1,2019-09-05,14:9,30650,1658,Product 1658,7,20.83,58.24
TXN-0119,Store 1,2019-09-09,19:28,97267,1480,Product 1480,10,22.12,51.6
TXN-0120,Store 1,2019-09-11,15:28,28166,1539,Product 1539,3,21.79,46.96
TXN-0121,Store 1,2019-09-10,18:58,36568,1300,Product 1300,4,49.53,145.73
TXN-0122,Store 1,2019-09-08,10:26,13101,1100,Product 1100,4,32.46,69.31
TXN-0123,Store 1,2019-09-09,17:23,17741,1274,Product 1274,4,26.79,49.05
TXN-0124,Store 1,2019-09-11,12:38,65870,1846,Product 1846,10,39.86,83.71
TXN-0125,Store 1,2019-09-10,20:17,39709,1447,Product 1447,6,31.96,91.46
TXN-0126,Store 1,2019-09-08,19:3,14001,1719,Product 1719,6,42.8,86.35
TXN-0127,Store 1,2019-09-10,16:39,70625,1346,Product 1346,10,39.49,95.47
TXN-0128,Store 1,2019-09-08,23:41,65445,1980,Product 1980,7,46.0,81.11
TXN-0129,Store 1,2019-09-06,18:53,11623,1803,Product 1803,5,29.98,72.94
TXN-0130,Store 1,2019-09-10,12:58,61877,1665,Product 1665,5,26.69,70.42
TXN-0131,Store 1,2019-09-11,20:39,41435,1491,Product 1491,5,39.87,83.69
TXN-0132,Store 1,2019-09-05,17:47,31413,1382,Product 1382,5,39.53,64.89
TXN-0133,Store 1,2019-09-10,11:36,40206,1062,Product 1062,9,33.05,97.99
TXN-0134,Store 1,2019-09-10,11:25,79096,1929,Product 1929,3,20.13,55.17
TXN-0135,Store 1,2019-09-05,20:17,30764,1105,Product 1105,2,29.7,55.08
TXN-0136,Store 1,2019-09-08,13:11,25826,1805,Product 1805,9,8.67,25.18
TXN-0137,Store 1,2019-09-06,23:17,67519,1954,Product 1954,4,16.8,29.51
TXN-0138,Store 1,2019-09-07,16:23,91895,1232,Product 1232,1,45.06,105.91
TXN-0139,Store 1,2019-09-07,12:1,30620,1512,Product 1512,9,15.28,25.33
TXN-0140,Store 1,2019-09-10,23:33,37723,1644,Product 1644,9,36.24,60.53
TXN-0141,Store 1,2019-09-08,20:29,49169,1101,Product 1101,2,9.83,29.36
TXN-0142,Store 1,2019-09-06,14:56,27614,1505,Product 1505,7,46.1,125.54
TXN-0143,Store 1,2019-09-11,11:10,13438,1463,Product 1463,9,25.47,70.74
TXN-0144,Store 1,2019-09-09,11:15,84701,1440,Product 1440,5,14.97,29.06
TXN-0145,Store 1,2019-09-08,18:3,50736,1318,Product 1318,8,10.8,31.15
TXN-0146,Store 1,2019-09-05,12:5,72940,1019,Product 1019,10,45.18,80.47
TXN-0147,Store 1,2019-09-10,23:59,94299,1371,Product 1371,7,12.68,37.79
TXN-0148,Store 1,2019-09-08,22:14,67344,1146,Product 1146,9,47.66,136.08
TXN-0149,Store 1,2019-09-11,12:59,24601,1352,Product 1352,8,25.97,64.27
TXN-0150,Store 1,2019-09-10,15:32,79159,1952,Product 1952,3,31.13,51.28
TXN-0151,Store 1,2019-09-08,18:15,18928,1279,Product 1279,6,32.1,74.15
TXN-0152,Store 1,2019-09-05,12:8,16271,1576,Product 1576,10,5.43,15.08
TXN-0153,Store 1,2019-09-06,10:35,69185,1972,Product 1972,6,18.81,48.98
TXN-0154,Store 1,2019-09-10,12:3,82733,1869,Product 1869,5,13.28,37.06
TXN-0155,Store 1,2019-09-05,21:25,69035,1026,Product 1026,5,18.1,27.98
TXN-0156,Store 1,2019-09-05,12:29,21789,1440,Product 1440,1,5.05,11.44
TXN-0157,Store 1,2019-09-11,11:18,62123,1284,Product 1284,8,43.13,70.34
TXN-0158,Store 1,2019-09-11,15:54,22753,1785,Product 1785,6,14.17,33.12
TXN-0159,Store 1,2019-09-07,22:47,68063,1240,Product 1240,7,37.09,98.44
TXN-0160,Store 1,2019-09-06,16:26,52952,1660,Product 1660,9,25.4,63.24
TXN-0161,Store 1,2019-09-08,14:39,68581,1566,Product 1566,6,39.46,73.43
TXN-0162,Store 1,2019-09-07,10:12,25889,1436,Product 1436,10,12.88,19.63
TXN-0163,Store 1,2019-09-11,10:45,72279,1008,Product 1008,5,10.43,23.16
TXN-0164,Store 1,2019-09-09,21:21,33673,1073,Product 1073,8,6.62,12.11
TXN-0165,Store 1,2019-09-07,14:8,49108,1373,Product 1373,1,13.83,27.5
TXN-0166,Store 1,2019-09-07,14:58,91605,1402,Product 1402,7,33.17,65.37
TXN-0167,Store 1,2019-09-10,23:37,85311,1173,Product 1173,8,21.8,51.94
TXN-0168,Store 1,2019-09-06,17:22,67850,1126,Product 1126,10,36.89,93.3
TXN-0169,Store 1,2019-09-05,20:53,43537,1827,Product 1827,7,8.79,17.3
TXN-0170,Store 1,2019-09-11,22:52,64303,1399,Product 1399,9,47.19,78.44
TXN-0171,Store 1,2019-09-05,18:31,65443,1658,Product 1658,2,29.66,52.72
TXN-0172,Store 1,2019-09-07,22:24,87594,1723,Product 1723,7,33.34,84.89
TXN-0173,Store 1,2019-09-10,20:41,77274,1449,Product 1449,6,49.63,102.13
TXN-0174,Store 1,2019-09-06,11:27,87934,1737,Product 1737,7,46.51,74.3
TXN-0175,Store 1,2019-09-05,15:28,85340,1721,Product 1721,1,34.03,53.65
TXN-0176,Store 1,2019-09-07,12:4,84394,1479,Product 1479,5,39.63,64.44
TXN-0177,Store 1,2019-09-07,14:27,98615,1337,Product 1337,9,25.57,66.17
TXN-0178,Store 1,2019-09-05,12:32,26013,1635,Product 1635,8,6.9,12.88
TXN-0179,Store 1,2019-09-07,20:11,27776,1999,Product 1999,7,12.51,28.36
TXN-0180,Store 1,2019-09-11,15:47,84545,1671,Product 1671,5,42.1,115.47
TXN-0181,Store 1,2019-09-05,19:34,72804,1257,Product 1257,3,6.36,9.76
TXN-0182,Store 1,2019-09-08,11:42,50013,1520,Product 1520,9,21.09,36.42
TXN-0183,Store 1,2019-09-07,21:50,22456,1820,Product 1820,8,37.09,81.39
TXN-0184,Store 1,2019-09-08,15:13,47767,1815,Product 1815,10,28.28,73.82
TXN-0185,Store 1,2019-09-05,14:32,54122,1753,Product 1753,6,41.12,100.92
TXN-0186,Store 1,2019-09-10,19:40,36546,1085,Product 1085,9,46.48,72.23
TXN-0187,Store 1,2019-09-11,21:55,91045,1762,Product 1762,6,42.25,73.46
TXN-0188,Store 1,2019-09-06,15:35,18456,1382,Product 1382,9,40.16,108.45
TXN-0189,Store 1,2019-09-11,16:13,81058,1901,Product 1901,1,44.82,129.75
TXN-0190,Store 1,2019-09-06,12:24,79676,1071,Product 1071,8,43.7,71.01
TXN-0191,Store 1,2019-09-10,14:50,40290,1643,Product 1643,4,36.27,97.28
TXN-0192,Store 1,2019-09-08,21:29,91476,1306,Product 1306,4,36.1,74.06
TXN-0193,Store 1,2019-09-09,20:3,25275,1542,Product 1542,10,49.32,75.07
TXN-0194,Store 1,2019-09-08,16:56,68226,1942,Product 1942,7,32.31,87.31
TXN-0195,Store 1,2019-09-07,20:41,16147,1370,Product 1370,9,11.34,30.37
TXN-0196,Store 1,2019-09-11,20:55,14317,1560,Product 1560,10,21.06,35.43
TXN-0197,Store 1,2019-09-07,13:31,68872,1861,Product 1861,6,20.78,49.13
TXN-0198,Store 1,2019-09-05,11:58,68472,1939,Product 1939,9,8.02,13.82
TXN-0199,Store 1,2019-09-08,13:4,75322,1318,Product 1318,1,25.39,55.05
TXN-0200,Store 1,2019-09-06,17:7,44637,1554,Product 1554,8,42.52,112.91
TXN-0201,Store 1,2019-09-08,10:50,90038,1086,Product 1086,1,46.94,82.89
TXN-0202,Store 1,2019-09-08,14:34,22072,1826,Product 1826,7,37.11,91.83
TXN-0203,Store 1,2019-09-11,22:26,19136,1490,Product 1490,10,41.88,97.78
TXN-0204,Store 1,2019-09-10,18:5,16260,1413,Product 1413,10,39.46,68.48
TXN-0205,Store 1,2019-09-07,21:34,93141,1453,Product 1453,10,34.01,95.95
TXN-0206,Store 1,2019-09-07,10:45,35490,1736,Product 1736,4,18.67,51.88
TXN-0207,Store 1,2019-09-05,20:42,90699,1031,Product 1031,6,26.51,65.06
TXN-0208,Store 1,2019-09-06,12:27,43020,1501,Product 1501,1,16.98,38.77
TXN-0209,Store 1,2019-09-05,13:26,57723,1168,Product 1168,1,11.38,33.32
TXN-0210,Store 1,2019-09-05,11:27,73144,1928,Product 1928,6,15.74,43.56
TXN-0211,Store 1,2019-09-08,15:2,79956,1651,Product 1651,6,37.76,87.49
TXN-0212,Store 1,2019-09-09,17:41,38727,1625,Product 1625,1,14.88,32.45
TXN-0213,Store 1,2019-09-11,22:44,62665,1554,Product 1554,8,29.46,76.69
TXN-0214,Store 1,2019-09-10,12:41,62054,1591,Product 1591,1,35.79,62.89
TXN-0215,Store 1,2019-09-05,10:13,73550,1646,Product 1646,7,9.27,19.59
TXN-0216,Store 1,2019-09-08,22:22,31784,1499,Product 1499,4,32.99,55.48
TXN-0217,Store 1,2019-09-08,10:26,29622,1682,Product 1682,2,33.75,64.51
TXN-0218,Store 1,2019-09-09,14:51,85194,1086,Product 1086,4,19.74,33.99
TXN-0219,Store 1,2019-09-05,20:26,86742,1278,Product 1278,6,48.14,82.96
TXN-0220,Store 1,2019-09-11,23:35,77820,1880,Product 1880,6,10.35,23.72
TXN-0221,Store 1,2019-09-08,21:18,87071,1814,Product 1814,3,22.33,42.19
TXN-0222,Store 1,2019-09-11,10:0,77459,1701,Product 1701,5,9.35,23.24
TXN-0223,Store 1,2019-09-11,22:3,40410,1759,Product 1759,10,12.95,29.97
TXN-0224,Store 1,2019-09-08,23:11,90647,1449,Product 1449,6,49.34,84.26
TXN-0225,Store 1,2019-09-11,20:11,72523,1832,Product 1832,9,43.61,115.3
TXN-0226,Store 1,2019-09-08,13:23,50122,1518,Product 1518,7,7.23,15.2
TXN-0227,Store 1,2019-09-05,14:17,72889,1658,Product 1658,3,36.68,101.36
TXN-0228,Store 1,2019-09-06,11:33,43242,1771,Product 1771,5,38.46,78.13
TXN-0229,Store 1,2019-09-06,20:20,51365,1164,Product 1164,2,41.77,86.36
TXN-0230,Store 1,2019-09-09,11:46,75498,1109,Product 1109,8,47.14,93.3
TXN-0231,Store 1,2019-09-11,20:3,42954,1276,Product 1276,5,12.02,35.85
TXN-0232,Store 1,2019-09-06,10:51,10628,1086,Product 1086,7,49.93,114.9
TXN-0233,Store 1,2019-09-11,22:18,93147,1119,Product 1119,8,27.34,75.87
TXN-0234,Store 1,2019-09-11,23:41,10268,1257,Product 1257,6,22.2,57.25
TXN-0235,Store 1,2019-09-07,21:16,94934,1926,Product 1926,5,17.38,37.05
TXN-0236,Store 1,2019-09-06,13:57,46286,1940,Product 1940,1,13.3,38.0
TXN-0237,Store 1,2019-09-05,19:20,24978,1819,Product 1819,8,27.24,55.11
TXN-0238,Store 1,2019-09-11,10:28,96126,1198,Product 1198,6,26.89,44.69
TXN-0239,Store 1,2019-09-05,12:57,33222,1245,Product 1245,9,10.54,25.73
TXN-0240,Store 1,2019-09-10,14:34,64992,1857,Product 1857,8,25.46,64.56
TXN-0241,Store 1,2019-09-11,13:21,35240,1208,Product 1208,7,9.77,27.63
TXN-0242,Store 1,2019-09-10,20:42,39016,1089,Product 1089,2,39.74,110.58
TXN-0243,Store 1,2019-09-11,19:35,48048,1232,Product 1232,6,44.0,89.78
TXN-0244,Store 1,2019-09-07,17:38,90245,1083,Product 1083,4,43.42,124.66
TXN-0245,Store 1,2019-09-08,13:23,31733,1998,Product 1998,2,32.57,63.04
TXN-0246,Store 1,2019-09-10,14:50,57871,1140,Product 1140,3,11.08,20.34
TXN-0247,Store 1,2019-09-07,17:43,80624,1459,Product 1459,10,14.21,23.94
TXN-0248,Store 1,2019-09-09,15:25,81400,1572,Product 1572,6,48.79,123.28
TXN-0249,Store 1,2019-09-07,20:5,47548,1365,Product 1365,9,44.29,92.08
TXN-0250,Store 1,2019-09-09,20:29,12351,1570,Product 1570,1,31.39,69.78
TXN-0251,Store 1,2019-09-09,13:14,91772,1713,Product 1713,8,44.54,91.28
TXN-0252,Store 1,2019-09-06,18:22,76859,1020,Product 1020,5,47.86,82.69
TXN-0253,Store 1,2019-09-09,17:21,32998,1517,Product 1517,5,11.67,19.43
TXN-0254,Store 1,2019-09-07,19:11,62462,1929,Product 1929,3,27.78,77.89
TXN-0255,Store 1,2019-09-06,19:2,45376,1282,Product 1282,6,42.45,89.79
TXN-0256,Store 1,2019-09-07,23:6,35696,1449,Product 1449,9,24.41,64.53
TXN-0257,Store 1,2019-09-07,17:48,42815,1177,Product 1177,8,46.62,117.22
TXN-0258,Store 1,2019-09-10,12:54,21542,1248,Product 1248,5,11.88,33.03
TXN-0259,Store 1,2019-09-07,18:4,63090,1955,Product 1955,5,5.78,10.85
TXN-0260,Store 1,2019-09-10,10:21,94609,1914,Product 1914,10,39.69,107.69
TXN-0261,Store 1,2019-09-07,20:3,74540,1223,Product 1223,1,49.53,126.01
TXN-0262,Store 1,2019-09-09,11:13,39894,1604,Product 1604,6,11.31,32.65
TXN-0263,Store 1,2019-09-05,23:34,39924,1226,Product 1226,6,30.37,59.33
TXN-0264,Store 1,2019-09-06,22:2,70935,1651,Product 1651,9,21.32,45.11
TXN-0265,Store 1,2019-09-09,21:48,64781,1754,Product 1754,1,40.3,84.06
TXN-0266,Store 1,2019-09-11,14:18,49952,1793,Product 1793,4,25.47,44.74
TXN-0267,Store 1,2019-09-08,17:6,88441,1937,Product 1937,2,15.95,39.92
TXN-0268,Store 1,2019-09-07,13:50,47700,1809,Product 1809,4,19.47,40.84
TXN-0269,Store 1,2019-09-10,19:50,56414,1280,Product 1280,8,33.8,59.12
TXN-0270,Store 1,2019-09-07,12:39,10350,1539,Product 1539,7,40.82,79.51
TXN-0271,Store 1,2019-09-10,16:12,23771,1991,Product 1991,5,9.56,28.53
TXN-0272,Store 1,2019-09-06,22:49,91922,1316,Product 1316,3,22.39,48.79
TXN-0273,Store 1,2019-09-10,10:19,57594,1019,Product 1019,3,7.05,19.8
TXN-0274,Store 1,2019-09-06,15:49,79756,1031,Product 1031,3,46.2,108.27
TXN-0275,Store 1,2019-09-08,15:35,58819,1514,Product 1514,1,12.61,24.94
TXN-0276,Store 1,2019-09-07,19:3,54229,1806,Product 1806,10,44.08,85.67
TXN-0277,Store 1,2019-09-07,18:41,63783,1142,Product 1142,1,35.93,66.54
TXN-0278,Store 1,2019-09-09,14:42,15701,1367,Product 1367,7,44.05,124.34
TXN-0279,Store 1,2019-09-08,23:36,94273,1146,Product 1146,4,23.28,64.9
TXN-0280,Store 1,2019-09-09,13:35,58357,1334,Product 1334,3,37.57,106.63
TXN-0281,Store 1,2019-09-05,16:22,61388,1496,Product 1496,7,36.06,101.11
TXN-0282,Store 1,2019-09-08,10:39,19349,1631,Product 1631,6,25.48,75.64
TXN-0283,Store 1,2019-09-08,23:42,22606,1463,Product 1463,6,41.3,96.97
TXN-0284,Store 1,2019-09-08,18:45,75376,1914,Product 1914,1,41.48,101.39
TXN-0285,Store 1,2019-09-08,19:30,34752,1682,Product 1682,10,8.22,23.0
TXN-0286,Store 1,2019-09-06,11:42,96484,1645,Product 1645,9,36.93,74.91
TXN-0287,Store 1,2019-09-06,13:10,53802,1538,Product 1538,10,46.94,91.42
TXN-0288,Store 1,2019-09-09,13:6,23056,1216,Product 1216,4,18.87,45.94
TXN-0289,Store 1,2019-09-08,19:1,33616,1571,Product 1571,10,37.01,109.84
TXN-0290,Store 1,2019-09-06,19:46,41999,1501,Product 1501,10,34.01,77.64
TXN-0291,Store 1,2019-09-10,21:11,37435,1021,Product 1021,5,37.05,92.81
TXN-0292,Store 1,2019-09-05,17:17,69849,1953,Product 1953,8,39.9,72.25
TXN-0293,Store 1,2019-09-11,23:30,92821,1592,Product 1592,6,23.29,43.74
TXN-0294,Store 1,2019-09-06,17:55,44458,1486,Product 1486,9,16.84,25.35
TXN-0295,Store 1,2019-09-05,13:30,68787,1021,Product 1021,9,9.85,29.25
TXN-0296,Store 1,2019-09-06,16:29,72276,1241,Product 1241,4,16.27,36.51
TXN-0297,Store 1,2019-09-09,12:24,22946,1887,Product 1887,1,38.28,108.18
TXN-0298,Store 1,2019-09-06,20:47,34125,1447,Product 1447,10,19.79,42.9
TXN-0299,Store 1,2019-09-08,15:23,99925,1138,Product 1138,8,23.97,56.13
TXN-0300,Store 1,2019-09-10,19:5,43732,1694,Product 1694,5,21.93,60.28
TXN-0301,Store 1,2019-09-11,14:57,85013,1035,Product 1035,7,23.39,35.8
TXN-0302,Store 1,2019-09-06,23:6,38853,1038,Product 1038,9,22.26,49.64
TXN-0303,Store 1,2019-09-05,11:34,85532,1332,Product 1332,6,21.64,55.96
TXN-0304,Store 1,2019-09-10,17:8,74491,1570,Product 1570,4,12.77,27.99
TXN-0305,Store 1,2019-09-09,21:50,50870,1219,Product 1219,7,8.82,24.13
TXN-0306,Store 1,2019-09-10,16:52,18818,1776,Product 1776,4,14.12,37.91
TXN-0307,Store 1,2019-09-07,10:22,36837,1656,Product 1656,9,43.62,81.19
TXN-0308,Store 1,2019-09-08,14:24,43652,1990,Product 1990,3,17.01,44.9
TXN-0309,Store 1,2019-09-05,13:20,14528,1929,Product 1929,9,43.73,110.63
